,Loyalty#,Province or State,City,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,DaysSinceEnrollment,DaysSinceCancellation,EnrollmentDurationInDays,IsCancelled,SumNumFlights,AvgNumFlights,AvgVarNumFlights,SumPointsAccumulated,PropOfRedeem,PropOfCompanionFlights,MonthsSinceLastFlight,NumMonthsWithFlights,Flights_Month_1,Flights_Month_2,Flights_Month_3,Flights_Month_4,Flights_Month_5,Flights_Month_6,Flights_Month_7,Flights_Month_8,Flights_Month_9,Flights_Month_10,Flights_Month_11,Flights_Month_12,PropCompFlightsSeason_LowSeasonEarlyYear,PropCompFlightsSeason_PeakSeasonSummer,PropCompFlightsSeason_Autumn,PropCompFlightsSeason_HolidayPeak
6805,233768,British Columbia,Vancouver,male,Bachelor,Suburban,67798.0,Divorced,Nova,5548.03,Standard,1095,,1095.0,False,157.0,8.263157894736842,55.58,31774.93,26.77,24.84,1.0,19.0,11.76,5.88,19.69,3.53,27.13,13.9,8.24,8.24,15.29,7.06,2.35,27.74,26.01,70.71,38.1,4.55
6806,461540,Alberta,Edmonton,male,Bachelor,Suburban,67798.0,Divorced,Nova,5548.03,Standard,386,143.0,243.0,True,50.0,8.333333333333334,53.49,8379.0,100.0,12.0,4.0,6.0,14.0,20.0,0.0,10.0,0.0,4.0,26.0,26.0,0.0,0.0,0.0,0.0,18.18,7.14,0.0,0.0
6807,721364,Ontario,Ottawa,male,Bachelor,Urban,67798.0,Divorced,Nova,5548.03,Standard,2215,,2215.0,False,,,,,,,,,,,,,,,,,,,,,,,,
6808,918964,Quebec,Tremblant,female,Bachelor,Rural,67798.0,Divorced,Nova,5548.03,Standard,148,,148.0,False,12.0,4.0,50.0,4775.0,93.13,33.33,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,50.0,0.0,33.33,0.0,0.0,0.0,100.0
6809,950393,Ontario,Ottawa,female,Bachelor,Urban,67798.0,Divorced,Nova,5548.03,Standard,534,,534.0,False,138.0,7.2631578947368425,70.78,33231.36,42.51,26.09,0.0,19.0,14.46,7.23,3.61,3.61,4.82,16.87,22.89,31.96,6.02,12.67,6.37,26.73,64.29,11.76,2.78,17.41
6810,773973,British Columbia,Whistler,male,Bachelor,Rural,62219.0,Married,Nova,5550.15,Standard,1044,,1044.0,False,142.0,6.454545454545454,66.03,44171.68,35.96,34.51,1.0,21.0,5.88,7.84,7.07,0.0,9.16,12.16,22.49,5.88,0.0,16.54,10.99,30.85,70.14,47.39,23.89,10.51
6811,301784,Ontario,Toronto,female,Bachelor,Rural,56872.0,Married,Nova,5551.39,Standard,1720,,1720.0,False,223.0,8.92,43.29,38688.42,68.61,27.8,0.0,25.0,4.62,0.0,12.65,14.7,12.05,13.87,10.77,12.84,13.91,4.41,5.68,16.79,8.0,20.9,49.72,62.24
6812,792898,Ontario,Thunder Bay,male,Bachelor,Suburban,36918.0,Divorced,Nova,5551.4,Standard,1063,,1063.0,False,140.0,6.363636363636363,70.7,33208.75,100.0,37.14,0.0,22.0,4.77,25.94,5.16,9.3,11.63,14.81,8.14,18.6,4.65,28.39,3.49,6.98,27.41,13.68,54.44,33.33
6813,441442,British Columbia,Vancouver,male,Bachelor,Rural,35011.0,Married,Nova,5552.33,Standard,2382,,2382.0,False,183.0,7.625,62.7,36253.52,50.67,30.05,0.0,24.0,16.93,3.81,3.81,6.91,8.56,29.34,11.3,20.75,18.87,15.37,20.75,9.23,22.22,32.35,15.87,66.67
6814,427444,British Columbia,West Vancouver,female,Bachelor,Urban,50470.0,Divorced,Nova,5552.6,Standard,344,,344.0,False,51.0,5.666666666666667,61.13,17550.0,0.0,39.22,0.0,9.0,0.0,0.0,9.8,5.88,21.57,19.61,15.69,9.8,3.92,11.76,0.0,1.96,36.84,52.17,0.0,100.0
6815,511862,Alberta,Edmonton,male,Bachelor,Rural,68197.0,Married,Nova,5553.3,Standard,1896,,1896.0,False,162.0,5.4,75.59,54506.270000000004,22.35,38.89,0.0,29.0,17.65,0.0,11.27,23.52,6.92,17.61,7.43,9.37,10.38,6.48,1.61,7.38,29.1,24.03,64.44,100.0
6816,223643,Newfoundland,St. John's,male,College,Rural,0.0,Single,Nova,5553.36,Standard,157,,157.0,False,33.0,8.25,55.44,7006.0,100.0,24.24,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,39.39,33.33,18.18,0.0,0.0,29.63,0.0
6817,229621,Newfoundland,St. John's,female,Bachelor,Suburban,52984.0,Married,Nova,5554.83,Standard,622,,622.0,False,176.0,9.263157894736842,50.1,37027.87,18.16,31.25,1.0,19.0,5.19,12.99,7.79,9.09,9.09,20.91,38.43,17.09,15.16,9.09,8.53,0.0,29.41,27.17,53.2,0.0
6818,159751,British Columbia,West Vancouver,male,Bachelor,Suburban,51705.0,Married,Nova,5555.49,Standard,1698,,1698.0,False,220.0,8.8,68.5,37216.81,0.0,9.55,0.0,22.0,0.0,0.56,17.0,5.45,4.61,19.44,7.27,20.67,12.92,14.74,5.22,19.82,18.45,0.0,20.21,0.0
6819,618731,Ontario,Kingston,female,Bachelor,Urban,74015.0,Single,Nova,5555.83,Standard,991,,991.0,False,177.0,8.428571428571429,64.72,40090.42,25.94,27.12,1.0,21.0,9.48,6.12,0.0,0.0,10.5,6.56,31.13,17.49,3.28,14.69,15.37,0.0,56.3,12.75,20.37,0.0
6820,635162,British Columbia,Whistler,female,Bachelor,Urban,74015.0,Single,Nova,5555.83,Standard,2444,,2444.0,False,127.0,5.7727272727272725,65.89,30718.89,0.0,35.43,10.0,21.0,35.74,15.42,9.5,0.0,6.01,0.78,24.22,0.0,12.98,9.5,2.52,7.75,40.68,3.12,17.07,100.0
6821,321795,Ontario,Thunder Bay,male,Bachelor,Urban,97424.0,Married,Nova,5556.28,Standard,2126,,2126.0,False,112.0,5.894736842105263,54.21,24862.75,44.93,32.14,0.0,19.0,21.87,17.02,10.7,10.7,9.1,10.71,0.0,0.0,0.0,0.0,28.6,15.1,39.19,0.0,20.63,33.33
6822,423409,Quebec,Montreal,male,High School or Below,Suburban,29120.0,Married,Nova,5556.91,2021 Promotion,331,,331.0,False,46.0,7.666666666666667,50.63,10160.0,92.52,28.26,0.0,6.0,0.0,0.0,0.0,0.0,15.22,0.0,15.22,4.35,13.04,23.91,0.0,28.26,57.14,66.67,17.65,0.0
6823,336809,Quebec,Tremblant,female,Bachelor,Urban,83576.0,Married,Nova,5557.93,Standard,2403,,2403.0,False,182.0,7.913043478260869,69.52,40028.3,27.75,21.43,0.0,23.0,10.58,25.71,16.32,5.71,3.2,16.39,21.79,12.95,7.92,0.0,6.11,40.0,16.76,47.41,33.33,35.71
6824,835009,Newfoundland,St. John's,male,Bachelor,Urban,83576.0,Married,Nova,5557.93,Standard,2066,,2066.0,False,193.0,6.892857142857143,52.73,31819.52,43.82,17.1,0.0,27.0,15.55,10.61,14.59,13.53,10.43,3.1,7.08,0.0,6.54,9.82,14.64,10.61,20.95,37.5,12.5,0.0
6825,663062,British Columbia,Vancouver,female,College,Urban,0.0,Married,Nova,5560.28,2021 Promotion,1361,,1361.0,False,122.0,7.625,54.15,18673.39,60.58,23.77,0.0,15.0,26.32,0.0,1.09,0.0,7.89,18.42,19.22,27.12,0.0,0.0,20.31,21.85,3.85,1.67,52.78,72.78
6826,739820,British Columbia,Vancouver,female,Bachelor,Suburban,59649.0,Married,Nova,5562.46,Standard,2296,,2296.0,False,181.0,6.961538461538462,58.94,39672.23,47.46,30.39,1.0,26.0,13.42,5.48,5.56,11.11,13.18,20.49,10.01,3.39,12.03,22.22,9.56,18.9,22.96,24.44,38.19,45.8
6827,254371,Nova Scotia,Halifax,male,Bachelor,Suburban,35398.0,Divorced,Nova,5563.77,Standard,1759,,1759.0,False,201.0,7.444444444444445,70.03,44128.82,14.36,15.42,0.0,27.0,5.09,12.54,10.23,4.26,16.29,23.75,8.84,17.5,7.42,17.82,16.25,2.5,15.04,13.33,4.17,100.0
6828,218545,Ontario,Toronto,male,Bachelor,Urban,49833.0,Married,Nova,5564.74,Standard,1583,,1583.0,False,167.0,7.9523809523809526,66.36,31882.79,32.68,41.92,1.0,21.0,7.13,0.0,17.26,7.83,27.02,21.79,25.54,0.0,17.95,7.32,7.69,5.56,31.07,63.79,8.33,100.0
6829,572015,Ontario,Trenton,male,Bachelor,Urban,46507.0,Married,Nova,5564.96,Standard,1722,,1722.0,False,180.0,6.923076923076923,60.86,41909.13,28.68,30.0,0.0,26.0,0.0,13.57,7.93,12.71,12.52,2.82,19.27,0.0,7.58,18.52,6.68,10.53,11.79,67.43,33.29,0.0
6830,367782,British Columbia,Victoria,female,Bachelor,Rural,90607.0,Single,Nova,5565.89,2021 Promotion,323,81.0,242.0,True,49.0,9.8,33.38,5958.0,0.0,22.45,2.0,5.0,0.0,0.0,0.0,14.29,26.53,26.53,0.0,20.41,0.0,12.24,0.0,0.0,35.0,17.39,0.0,0.0
6831,699962,British Columbia,Vancouver,male,Bachelor,Suburban,51489.0,Married,Nova,5568.66,Standard,2420,,2420.0,False,206.0,7.62962962962963,64.33,42118.27,7.42,23.3,0.0,24.0,5.28,0.0,17.54,10.98,10.7,17.54,17.98,17.5,11.15,4.35,0.67,4.79,20.84,21.45,73.33,50.0
6832,363967,Ontario,Trenton,male,College,Rural,0.0,Single,Nova,5568.95,2021 Promotion,246,,246.0,False,67.0,11.166666666666666,36.01,11510.0,100.0,28.36,0.0,6.0,0.0,0.0,0.0,0.0,0.0,25.37,0.0,13.43,10.45,11.94,16.42,22.39,0.0,38.46,19.23,26.67
6833,603050,Ontario,Trenton,female,College,Urban,0.0,Single,Nova,5568.95,Standard,676,433.0,243.0,True,62.0,5.166666666666667,64.37,27746.77,69.13,41.94,14.0,12.0,0.0,0.0,0.0,0.0,7.98,4.73,21.01,27.52,30.78,7.98,0.0,0.0,0.0,63.33,20.63,0.0
6834,947711,British Columbia,Vancouver,male,College,Rural,0.0,Single,Nova,5568.95,Standard,779,,779.0,False,216.0,7.448275862068965,57.92,50205.49,17.37,27.31,0.0,29.0,15.25,11.63,8.09,12.02,9.21,19.06,2.3,0.0,6.28,12.41,12.09,8.82,23.88,21.43,17.78,78.79
6835,170321,British Columbia,West Vancouver,female,Bachelor,Urban,53997.0,Married,Nova,5568.98,Standard,1721,,1721.0,False,155.0,6.2,76.79,31352.07,56.48,22.58,0.0,25.0,14.99,5.05,12.81,16.98,0.0,2.87,27.84,0.0,18.9,9.53,2.87,5.68,32.18,11.11,21.43,66.67
6836,154958,Nova Scotia,Halifax,female,High School or Below,Suburban,18892.0,Married,Nova,5575.2,Standard,2043,1374.0,669.0,True,,,,,,,,,,,,,,,,,,,,,,,,
6837,278054,Ontario,London,female,Doctor,Suburban,11097.0,Married,Nova,5577.67,Standard,2286,,2286.0,False,,,,,,,,,,,,,,,,,,,,,,,,
6838,135257,Ontario,Toronto,female,Bachelor,Suburban,70190.0,Single,Nova,5577.94,2021 Promotion,283,,283.0,False,45.0,7.5,48.26,8953.0,0.0,53.33,0.0,6.0,0.0,0.0,0.0,28.89,17.78,6.67,0.0,11.11,0.0,0.0,13.33,22.22,28.57,100.0,83.33,50.0
6839,895921,British Columbia,Vancouver,male,Bachelor,Suburban,70190.0,Single,Nova,5577.94,Standard,2420,,2420.0,False,235.0,7.833333333333333,74.9,43253.090000000004,66.45,18.72,0.0,30.0,3.75,4.85,6.06,6.16,15.69,17.48,12.03,17.55,19.02,5.09,6.9,0.97,26.84,17.16,11.2,100.0
6840,386607,British Columbia,Vancouver,male,Bachelor,Suburban,57883.0,Married,Nova,5580.82,Standard,2026,,2026.0,False,178.0,7.12,59.77,38339.17,11.39,15.17,1.0,25.0,6.16,5.55,16.93,13.33,3.33,9.54,14.44,23.33,10.07,11.32,15.0,27.17,6.49,27.01,14.5,2.94
6841,618089,Ontario,Toronto,male,Bachelor,Urban,57883.0,Married,Nova,5580.82,Standard,413,,413.0,False,41.0,5.857142857142857,48.72,13711.0,29.89,4.88,0.0,7.0,0.0,7.32,17.07,7.32,26.83,0.0,0.0,9.76,0.0,14.63,0.0,17.07,0.0,0.0,16.67,14.29
6842,218122,Quebec,Tremblant,female,Bachelor,Rural,32403.0,Married,Nova,5583.83,Standard,1896,,1896.0,False,228.0,7.862068965517241,65.89,47974.17,16.8,14.47,0.0,28.0,11.55,5.54,4.5,5.45,16.21,0.0,17.81,17.04,9.09,7.61,11.07,9.45,4.65,13.97,26.65,60.0
6843,498932,Ontario,Toronto,female,College,Urban,0.0,Single,Nova,5585.31,Standard,1621,,1621.0,False,191.0,9.095238095238095,55.84,37987.55,59.85,40.31,4.0,21.0,9.46,16.27,2.7,16.7,8.72,5.73,21.78,22.97,0.0,9.39,0.0,27.38,33.23,53.54,45.0,53.14
6844,533302,British Columbia,Vancouver,male,College,Urban,0.0,Single,Nova,5585.31,Standard,2313,,2313.0,False,202.0,7.214285714285714,69.5,44976.68,59.87,33.17,0.0,26.0,6.03,10.01,6.71,5.67,20.51,24.68,6.94,15.8,11.41,0.0,0.7,7.96,11.4,45.37,70.9,42.22
6845,255740,Quebec,Montreal,male,Bachelor,Rural,94161.0,Married,Nova,5586.89,Standard,505,,505.0,False,147.0,9.1875,53.21,17618.6,58.78,26.53,0.0,16.0,1.33,6.67,0.0,8.0,0.0,9.33,24.0,0.0,13.73,15.96,33.33,31.64,25.0,32.0,33.71,9.8
6846,855383,Ontario,Trenton,male,Bachelor,Rural,96406.0,Married,Nova,5593.43,Standard,1084,,1084.0,False,152.0,6.08,77.57,29266.66,92.02,34.87,0.0,24.0,5.4,6.67,10.0,6.47,29.26,8.25,22.15,0.0,3.88,15.56,10.14,11.11,40.72,52.87,29.04,50.0
6847,103699,Alberta,Peace River,male,Bachelor,Suburban,74454.0,Single,Nova,5595.39,Standard,351,,351.0,False,78.0,9.75,48.34,13624.0,0.0,15.38,0.0,8.0,0.0,7.69,15.38,6.41,3.85,12.82,19.23,0.0,0.0,14.1,0.0,20.51,30.77,0.0,36.36,0.0
6848,297172,Quebec,Quebec City,male,Bachelor,Rural,74454.0,Single,Nova,5595.39,Standard,533,,533.0,False,128.0,7.529411764705882,52.94,20409.07,37.8,25.78,0.0,17.0,5.56,12.22,3.33,5.56,11.11,8.89,0.0,12.22,8.1,27.16,39.92,15.56,8.82,47.37,22.36,57.14
6849,798817,Nova Scotia,Halifax,male,Bachelor,Rural,74454.0,Single,Nova,5595.39,Standard,2278,,2278.0,False,148.0,6.166666666666667,51.21,35255.69,55.36,24.32,0.0,23.0,0.94,8.06,0.0,15.56,5.88,15.69,16.3,20.6,19.66,16.14,11.76,5.36,26.99,36.18,10.33,33.33
6850,810833,Ontario,Toronto,female,Bachelor,Urban,74454.0,Single,Nova,5595.39,Standard,2216,,2216.0,False,183.0,6.535714285714286,62.11,48157.4,12.3,25.14,1.0,27.0,14.21,8.4,15.48,3.95,5.28,6.71,3.95,17.6,9.21,8.79,8.18,18.7,33.9,5.56,17.97,44.95
6851,615945,Alberta,Edmonton,female,Bachelor,Urban,79189.0,Married,Nova,5595.84,Standard,222,,222.0,False,30.0,6.0,23.57,9435.0,0.0,13.33,1.0,5.0,0.0,0.0,0.0,0.0,0.0,23.33,0.0,16.67,16.67,26.67,16.67,0.0,0.0,16.67,11.11,0.0
6852,483154,Quebec,Tremblant,female,Master,Urban,19651.0,Married,Nova,5595.97,Standard,2349,,2349.0,False,198.0,9.428571428571429,41.16,28681.1,29.98,17.68,1.0,21.0,13.74,18.75,17.61,8.67,12.72,0.0,0.0,20.0,11.16,16.0,6.25,0.0,23.5,0.0,19.68,0.0
6853,305412,British Columbia,Vancouver,male,Bachelor,Rural,37995.0,Married,Nova,5597.12,Standard,1694,,1694.0,False,159.0,7.2272727272727275,59.46,31523.02,41.46,30.19,0.0,21.0,3.61,11.83,9.17,7.23,7.22,0.0,11.83,12.05,24.55,14.46,19.4,14.48,5.33,45.0,33.47,65.56
6854,716785,British Columbia,Dawson Creek,male,Bachelor,Urban,37995.0,Married,Nova,5597.12,Standard,661,,661.0,False,147.0,7.7368421052631575,52.56,26877.47,0.0,20.41,2.0,19.0,0.0,0.0,28.85,15.68,7.33,20.71,0.0,17.31,25.29,16.7,5.21,9.46,15.0,0.0,26.6,100.0
6855,235459,Ontario,Toronto,female,Doctor,Suburban,14174.0,Married,Nova,5598.27,Standard,1449,,1449.0,False,157.0,7.136363636363637,72.91,35940.67,62.52,19.75,0.0,22.0,8.82,1.28,3.85,9.72,0.0,29.62,23.08,16.67,15.38,8.44,16.11,10.14,59.79,7.81,0.0,70.0
6856,825517,Ontario,Sudbury,female,College,Suburban,0.0,Married,Nova,5599.67,Standard,2341,,2341.0,False,236.0,8.137931034482758,59.82,38516.46,16.51,37.29,0.0,28.0,4.2,9.7,1.77,10.26,15.54,0.0,17.26,10.26,10.94,2.28,7.08,19.54,25.8,79.45,14.67,7.14
6857,915147,British Columbia,Vancouver,female,Bachelor,Urban,63621.0,Married,Nova,5600.01,Standard,1311,,1311.0,False,195.0,6.964285714285714,72.01,48907.68,7.85,26.15,0.0,28.0,0.0,13.79,8.05,7.48,4.54,6.26,26.33,23.0,4.3,9.78,1.72,13.86,48.89,12.53,19.44,31.48
6858,707699,Alberta,Edmonton,female,Bachelor,Rural,68665.0,Married,Nova,5600.5,Standard,1672,,1672.0,False,234.0,9.0,45.0,38066.44,45.68,16.24,0.0,26.0,10.78,3.37,7.9,0.0,11.02,5.75,12.64,19.27,15.77,2.3,11.93,14.18,12.3,11.54,14.29,30.15
6859,827815,Ontario,Sudbury,male,Bachelor,Suburban,42360.0,Single,Nova,5601.14,Standard,1677,1555.0,122.0,True,,,,,,,,,,,,,,,,,,,,,,,,
6860,978484,Manitoba,Winnipeg,female,Bachelor,Rural,95284.0,Married,Nova,5603.74,Standard,1550,,1550.0,False,205.0,8.91304347826087,56.7,37969.23,0.0,24.88,0.0,23.0,12.25,16.67,18.07,2.42,13.7,12.52,23.49,0.0,13.7,0.0,19.7,4.95,6.65,41.01,43.65,66.67
6861,301744,Ontario,Trenton,female,Bachelor,Suburban,39507.0,Married,Nova,5607.25,Standard,1030,,1030.0,False,195.0,7.5,59.78,30323.22,63.72,27.69,0.0,26.0,9.59,8.83,9.59,15.07,15.07,19.7,10.68,2.06,7.54,19.7,18.05,13.32,18.19,19.87,24.1,66.67
6862,955533,British Columbia,Vancouver,female,Bachelor,Suburban,39507.0,Married,Nova,5607.25,Standard,51,,51.0,False,17.0,17.0,0.0,668.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
6863,730737,Quebec,Hull,male,Doctor,Urban,20392.0,Married,Nova,5608.17,Standard,1145,,1145.0,False,239.0,8.535714285714286,53.5,42873.05,22.22,26.78,0.0,28.0,4.17,10.96,10.16,1.64,7.78,14.37,8.33,21.46,13.89,7.72,10.5,13.99,45.89,22.77,5.0,20.51
6864,828328,British Columbia,Victoria,female,Doctor,Urban,20392.0,Married,Nova,5608.17,Standard,36,,36.0,False,,,,,,,,,,,,,,,,,,,,,,,,
6865,542208,Alberta,Calgary,male,Bachelor,Suburban,77493.0,Single,Nova,5610.96,Standard,1260,1017.0,243.0,True,,,,,,,,,,,,,,,,,,,,,,,,
6866,783791,British Columbia,Vancouver,male,College,Rural,0.0,Single,Nova,5611.93,Standard,615,,615.0,False,97.0,6.0625,49.84,24692.65,12.95,19.59,1.0,16.0,25.0,0.0,16.67,2.78,0.0,31.22,13.89,10.04,31.22,14.72,19.07,0.0,18.75,10.72,21.47,0.0
6867,592064,British Columbia,Vancouver,male,College,Rural,0.0,Single,Nova,5612.38,Standard,427,,427.0,False,62.0,8.857142857142858,48.97,10577.77,68.09,27.42,1.0,7.0,2.38,0.0,0.0,28.57,0.0,0.0,0.0,0.0,30.95,11.9,26.19,100.0,46.15,0.0,37.93,0.0
6868,376863,Quebec,Montreal,female,Bachelor,Urban,40417.0,Married,Nova,5614.59,Standard,2186,,2186.0,False,165.0,6.6,64.28,43423.2,9.03,23.64,1.0,24.0,9.09,12.12,27.33,0.0,4.82,17.33,12.1,4.5,3.59,16.38,14.55,15.5,40.43,12.82,33.1,0.0
6869,423821,Ontario,Kingston,female,Doctor,Rural,19949.0,Married,Nova,5615.07,Standard,1871,,1871.0,False,164.0,7.130434782608695,61.18,36436.83,28.08,20.73,0.0,23.0,9.64,8.28,10.77,9.07,21.54,21.81,0.0,13.15,18.46,5.2,3.08,22.3,31.82,23.43,17.78,8.33
6870,964789,Yukon,Whitehorse,female,Doctor,Urban,19949.0,Married,Nova,5615.07,Standard,1859,,1859.0,False,210.0,8.75,51.58,27955.97,30.36,23.81,0.0,24.0,10.66,14.49,12.44,5.72,0.0,0.0,18.1,14.17,17.04,18.47,8.62,10.07,35.19,19.14,25.93,10.42
6871,639705,Ontario,Toronto,male,High School or Below,Rural,24518.0,Married,Nova,5618.49,Standard,1227,,1227.0,False,232.0,8.0,58.15,54468.98,38.91,23.28,1.0,29.0,13.33,9.37,5.92,7.93,11.67,5.37,16.19,10.04,10.4,9.03,15.0,18.61,26.55,29.98,25.4,9.22
6872,781062,Alberta,Banff,female,Bachelor,Suburban,50335.0,Married,Nova,5619.07,Standard,996,,996.0,False,161.0,8.944444444444445,45.93,23055.8,66.83,26.71,3.0,18.0,12.5,17.19,3.12,0.0,12.74,18.75,23.09,3.12,22.55,15.47,19.62,0.0,42.43,1.04,49.14,0.0
6873,580500,Quebec,Montreal,female,Bachelor,Urban,41878.0,Married,Nova,5619.65,2021 Promotion,263,,263.0,False,49.0,8.166666666666666,70.73,11994.0,28.54,51.02,0.0,6.0,0.0,0.0,0.0,0.0,8.16,26.53,0.0,0.0,24.49,4.08,6.12,30.61,100.0,53.85,41.18,46.67
6874,738652,New Brunswick,Fredericton,female,Bachelor,Urban,41878.0,Married,Nova,5619.65,2021 Promotion,796,,796.0,False,230.0,7.666666666666667,77.23,55890.81,25.18,30.43,0.0,28.0,10.04,2.93,2.77,5.45,15.54,16.1,18.52,3.38,0.0,12.02,5.14,13.44,29.73,38.46,22.22,52.03
6875,123164,British Columbia,Vancouver,female,College,Rural,0.0,Married,Nova,5619.69,Standard,1192,,1192.0,False,169.0,7.3478260869565215,67.87,34132.7,20.77,14.2,0.0,22.0,3.44,15.38,25.61,9.52,0.0,20.24,6.26,20.06,15.48,10.71,12.96,3.09,4.25,10.56,52.83,50.0
6876,389804,Alberta,Peace River,male,College,Urban,0.0,Married,Nova,5619.69,Standard,2061,,2061.0,False,292.0,9.125,31.71,47235.18,17.84,21.23,0.0,32.0,11.32,9.62,10.23,5.43,8.47,11.0,2.48,11.63,11.37,10.39,9.92,6.26,9.24,24.95,25.32,66.67
6877,532203,Ontario,Thunder Bay,male,College,Rural,0.0,Married,Nova,5619.69,Standard,1105,,1105.0,False,182.0,7.0,78.66,40029.94,0.0,14.84,0.0,24.0,12.25,3.0,9.18,5.95,5.78,9.52,27.81,21.28,2.99,2.38,11.06,14.29,9.76,4.0,46.59,50.0
6878,697962,Ontario,Toronto,female,College,Suburban,0.0,Married,Nova,5619.69,Standard,1000,968.0,32.0,True,,,,,,,,,,,,,,,,,,,,,,,,
6879,581427,British Columbia,Vancouver,male,Doctor,Rural,11612.0,Married,Nova,5623.31,Standard,870,,870.0,False,160.0,8.88888888888889,57.09,32135.99,26.01,17.5,0.0,18.0,6.38,10.97,11.44,16.82,17.02,31.87,0.0,0.0,17.02,8.51,6.38,26.68,21.63,30.5,20.0,0.0
6880,645895,Ontario,Toronto,male,Doctor,Suburban,11612.0,Married,Nova,5623.31,Standard,2293,,2293.0,False,209.0,7.206896551724138,68.82,46634.88,82.91,32.54,0.0,29.0,3.84,6.97,13.68,2.27,4.44,21.39,10.0,19.51,5.0,11.11,7.14,9.02,14.57,49.88,25.4,66.67
6881,409951,Manitoba,Winnipeg,male,College,Rural,0.0,Single,Nova,5625.91,Standard,866,,866.0,False,263.0,9.392857142857142,42.72,32856.64,19.88,21.29,1.0,28.0,13.0,6.18,5.45,6.45,12.21,12.85,14.12,16.13,9.47,2.15,11.42,17.67,19.96,47.85,0.0,9.82
6882,507838,Quebec,Montreal,female,Bachelor,Suburban,59782.0,Married,Nova,5626.57,Standard,1199,,1199.0,False,192.0,6.4,67.12,36215.78,9.7,31.77,0.0,30.0,11.5,6.7,9.51,5.34,6.9,9.71,22.42,11.22,9.21,5.2,9.92,7.92,26.4,48.48,46.94,16.67
6883,614871,Manitoba,Winnipeg,male,Bachelor,Suburban,61486.0,Married,Nova,5627.3,Standard,67,,67.0,False,17.0,8.5,58.23,2979.0,100.0,29.41,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.59,29.41,0.0,0.0,0.0,100.0
6884,509686,British Columbia,Dawson Creek,male,Bachelor,Rural,72874.0,Married,Nova,5630.79,Standard,778,,778.0,False,188.0,6.482758620689655,61.92,41458.88,24.39,23.94,0.0,28.0,4.59,9.96,14.55,13.16,14.55,6.58,13.24,16.84,0.0,7.44,6.89,5.36,35.92,17.78,0.0,68.18
6885,601834,Ontario,Toronto,female,Bachelor,Urban,72874.0,Married,Nova,5630.79,Standard,1004,,1004.0,False,189.0,7.875,55.83,41538.55,0.0,22.75,2.0,24.0,4.09,4.41,14.71,15.42,17.38,25.03,7.42,14.3,10.29,5.44,7.42,0.0,15.76,16.62,54.17,0.0
6886,381316,Ontario,Toronto,female,High School or Below,Rural,17291.0,Married,Nova,5631.45,Standard,1785,,1785.0,False,188.0,7.52,56.17,34271.28,42.88,25.53,1.0,25.0,14.32,4.9,0.0,9.2,8.81,22.73,15.49,4.6,7.08,12.64,13.37,0.0,33.91,24.4,21.0,0.0
6887,794523,Alberta,Edmonton,female,High School or Below,Rural,17291.0,Married,Nova,5631.45,Standard,1473,,1473.0,False,147.0,6.125,71.3,28546.37,45.43,24.49,0.0,23.0,10.67,0.0,13.33,2.67,26.56,30.49,16.0,5.72,6.26,4.04,10.11,11.44,8.33,13.19,19.63,90.48
6888,296887,Manitoba,Winnipeg,female,Bachelor,Suburban,51721.0,Married,Nova,5632.61,Standard,2202,,2202.0,False,186.0,9.789473684210526,52.15,36356.27,0.0,17.2,0.0,18.0,0.0,0.0,15.49,0.0,2.38,19.05,16.68,23.2,17.86,23.52,0.91,15.24,0.0,7.6,26.41,57.8
6889,935110,British Columbia,Vancouver,female,Bachelor,Urban,90289.0,Divorced,Nova,5633.53,Standard,355,,355.0,False,42.0,6.0,68.04,15601.0,20.51,23.81,1.0,7.0,0.0,0.0,16.67,21.43,0.0,30.95,4.76,7.14,0.0,14.29,4.76,0.0,25.0,0.0,75.0,0.0
6890,541358,Ontario,Toronto,female,Bachelor,Urban,65255.0,Divorced,Nova,5633.74,Standard,930,,930.0,False,167.0,7.590909090909091,74.48,33938.87,100.0,22.16,1.0,22.0,17.7,5.96,29.0,5.92,21.75,9.89,21.43,0.0,8.34,4.76,13.1,0.0,9.77,76.58,19.23,0.0
6891,861669,British Columbia,Vancouver,female,Bachelor,Rural,65255.0,Divorced,Nova,5633.74,Standard,639,87.0,552.0,True,141.0,8.294117647058824,58.41,19428.63,78.59,15.6,2.0,17.0,1.61,1.61,17.74,0.0,17.4,9.68,19.67,29.03,21.34,21.7,0.0,0.0,21.26,4.5,21.01,0.0
6892,558686,British Columbia,Vancouver,female,Bachelor,Suburban,37595.0,Married,Nova,5633.95,Standard,1588,,1588.0,False,221.0,7.129032258064516,62.81,50892.24,14.18,29.41,1.0,31.0,5.47,4.79,9.1,7.86,14.1,15.56,18.55,6.28,5.64,12.82,5.47,13.33,33.67,34.85,18.48,36.67
