Loyalty#,Province or State,City,Latitude,Longitude,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,DaysSinceEnrollment,EnrollmentDurationInDays,DaysSinceCancellation,IsCancelled,SumNumFlights,AvgNumFlights,AvgVarNumFlights,SumPointsAccumulated,PropOfRedeem,PropOfCompanionFlights,MonthsSinceLastFlight,NumMonthsWithFlights,LowSeason_SumShare,PeakSeason_SumShare,Autumn_SumShare,HolidayMonth_December_SumShare,LowSeason_CompShare,PeakSeason_CompShare,Autumn_CompShare,HolidayMonth_December_CompShare
949821,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,23589.0,Married,Nova,16570.09,Standard,380,380.0,,False,77.0,8.555555555555555,53.92,17525.0,43.02,24.68,0.0,9.0,23.37,18.18,36.37,22.08,0.0,42.86,46.43,0.0
662936,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,57844.0,Married,Nova,16675.9,Standard,2351,2351.0,,False,158.2,6.591666666666666,74.24,26996.54,33.19,20.99,0.0,24.0,24.28,35.400000000000006,32.11,8.22,17.97,16.96,17.32,61.54
985707,Quebec,Montreal,45.50169,-73.567253,female,College,Urban,0.0,Single,Nova,16702.7,Standard,238,-851.0,1089.0,True,56.0,11.2,47.83,7678.0,100.0,42.86,1.0,5.0,0.0,75.0,25.0,0.0,0.0,42.86,42.86,0.0
895080,Alberta,Calgary,51.048615,-114.07085,male,Bachelor,Suburban,63933.0,Divorced,Nova,16706.12,Standard,64,64.0,,False,16.0,16.0,0.0,3244.0,0.0,6.25,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.25
424793,Alberta,Calgary,51.048615,-114.07085,female,College,Rural,0.0,Single,Nova,16727.56,Standard,1060,1060.0,,False,133.9,8.926666666666668,50.22,21212.73,0.0,24.42,2.0,15.0,27.11,64.13999999999999,8.74,0.0,47.66,13.27,34.19,0.0
106509,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,30915.0,Married,Nova,16727.77,Standard,614,530.0,84.0,True,15.0,7.5,122.57,1202.0,0.0,66.67,2.0,2.0,0.0,93.33,6.67,0.0,0.0,64.29,100.0,0.0
967443,British Columbia,West Vancouver,49.328625,-123.16019,female,College,Suburban,0.0,Single,Nova,16728.34,Standard,1691,1691.0,,False,146.1,6.352173913043478,62.38,41701.99,23.62,30.53,0.0,23.0,34.07,20.2,32.17,13.55,21.08,9.83,55.96,24.75
152355,Ontario,Kingston,44.231171,-76.485954,male,Bachelor,Rural,89030.0,Married,Nova,16775.81,Standard,2398,2398.0,,False,136.5,5.46,58.87,22995.91,71.41,35.16,0.0,25.0,49.82,22.049999999999997,24.47,3.66,29.85,35.22,51.2,0.0
511875,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,38399.0,Married,Nova,16794.31,Standard,1118,1118.0,,False,173.6,7.547826086956522,52.4,40138.38,16.24,35.48,0.0,23.0,41.64,8.06,31.909999999999997,18.38,39.14,21.43,31.59,40.13
913156,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Rural,66776.0,Single,Nova,16796.34,Standard,4,4.0,,False,180.5,7.520833333333333,65.87,30949.46,83.44,32.08,1.0,24.0,28.529999999999998,29.7,41.77,0.0,33.2,27.05,34.88,0.0
838634,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Suburban,55269.0,Divorced,Nova,16798.86,Standard,844,844.0,,False,221.0,8.5,51.4,34426.34,20.53,17.83,0.0,26.0,48.29,25.02,12.26,14.43,18.84,5.42,35.06,21.32
404106,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,55390.0,Married,Nova,16874.33,Standard,895,895.0,,False,250.6,8.353333333333333,58.02,46887.03,34.91,12.25,0.0,30.0,37.51,28.25,29.449999999999996,4.79,4.04,22.88,14.5,0.0
164192,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Rural,53262.0,Married,Nova,16887.8,Standard,818,818.0,,False,121.39999999999999,8.093333333333332,69.97,16705.2,0.0,14.99,0.0,15.0,15.24,51.400000000000006,29.24,4.12,16.22,18.27,10.7,0.0
777197,Ontario,Thunder Bay,48.380894,-89.247681,female,Bachelor,Suburban,65620.0,Divorced,Nova,16909.93,Standard,896,896.0,,False,171.9,6.876,74.68,45305.48,0.0,30.72,0.0,25.0,25.660000000000004,46.3,25.19,2.85,12.93,45.85,20.09,38.78
878240,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,39411.0,Married,Nova,16936.27,Standard,1736,1736.0,,False,188.3,7.242307692307692,61.42,44580.63,5.75,12.96,0.0,26.0,34.57,37.07,25.17,3.19,19.05,11.46,8.44,0.0
122173,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,69497.0,Married,Nova,16973.74,Standard,2266,2266.0,,False,,,,,,,,,,,,,,,,
950107,British Columbia,Dawson Creek,55.759628,-120.23766,male,Bachelor,Urban,69497.0,Married,Nova,16973.74,2021 Promotion,275,275.0,,False,44.0,5.5,77.14,14543.0,65.69,40.91,0.0,8.0,15.91,36.37,29.55,18.18,14.29,12.5,53.85,100.0
292061,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,35095.0,Divorced,Nova,16979.8,Standard,1700,1700.0,,False,150.4,7.5200000000000005,46.05,38928.91,47.65,33.31,1.0,20.0,41.01,19.47,28.130000000000003,11.37,54.62,0.0,16.31,55.56
320377,British Columbia,Whistler,50.116322,-122.95736,male,Bachelor,Rural,35095.0,Divorced,Nova,16979.8,Standard,1547,243.0,1304.0,True,,,,,,,,,,,,,,,,
936044,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Urban,35095.0,Divorced,Nova,16979.8,Standard,1893,139.0,1754.0,True,,,,,,,,,,,,,,,,
967500,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Urban,35095.0,Divorced,Nova,16979.8,2021 Promotion,312,312.0,,False,37.0,7.4,67.97,6927.0,60.92,13.51,0.0,5.0,43.25,18.92,5.41,32.43,18.75,0.0,100.0,0.0
646399,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,22497.0,Married,Nova,16985.5,Standard,943,943.0,,False,169.1,6.503846153846154,71.5,43462.37,0.0,8.57,1.0,26.0,60.790000000000006,27.02,9.94,2.25,12.16,0.0,11.9,0.0
331560,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Rural,89601.0,Married,Nova,17019.01,Standard,1414,1414.0,,False,240.1,8.279310344827586,59.69,57476.75,32.41,30.07,0.0,29.0,33.36,40.9,20.32,5.41,27.47,38.39,25.61,0.0
241854,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Rural,98623.0,Married,Nova,17019.19,2021 Promotion,263,263.0,,False,165.3,9.183333333333334,60.75,26706.2,0.0,25.29,14.0,18.0,33.33,47.129999999999995,19.54,0.0,31.03,14.63,41.18,0.0
465864,British Columbia,Dawson Creek,55.759628,-120.23766,male,Bachelor,Rural,54613.0,Divorced,Nova,17029.89,Standard,235,-851.0,1086.0,True,32.0,8.0,74.3,5686.0,0.0,21.88,0.0,4.0,0.0,46.88,50.0,3.12,0.0,0.0,37.5,100.0
981427,Quebec,Montreal,45.50169,-73.567253,male,Doctor,Suburban,22249.0,Married,Nova,17041.44,Standard,2295,2295.0,,False,237.8,9.908333333333333,51.33,36019.79,33.45,11.69,0.0,24.0,38.19,43.36,16.78,1.68,6.28,4.66,33.33,100.0
277826,British Columbia,West Vancouver,49.328625,-123.16019,male,Bachelor,Urban,51747.0,Married,Nova,17103.79,Standard,2235,2235.0,,False,,,,,,,,,,,,,,,,
896283,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,85378.0,Married,Nova,17223.89,2021 Promotion,261,261.0,,False,65.0,10.833333333333334,43.46,10437.0,0.0,7.69,0.0,6.0,16.92,38.46,38.46,6.15,0.0,0.0,20.0,0.0
715792,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,96917.0,Married,Nova,17263.64,Standard,1287,1046.0,241.0,True,213.4,7.903703703703704,49.22,40556.1,27.61,18.84,7.0,27.0,40.35,16.91,28.48,14.25,29.04,0.0,25.0,0.0
175017,British Columbia,Whistler,50.116322,-122.95736,female,College,Urban,0.0,Married,Nova,17349.03,Standard,779,779.0,,False,167.0,6.958333333333333,49.7,38126.18,30.33,23.65,0.0,24.0,31.32,34.97,30.720000000000006,2.99,47.61,3.42,24.56,0.0
564114,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Suburban,66245.0,Married,Nova,17367.27,Standard,964,964.0,,False,222.6,9.678260869565218,33.88,44672.72,15.58,23.9,1.0,23.0,21.16,35.18,35.989999999999995,7.68,14.86,40.49,18.1,0.0
450125,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Suburban,41775.0,Married,Nova,17429.88,Standard,986,244.0,742.0,True,,,,,,,,,,,,,,,,
228896,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Rural,80969.0,Married,Nova,17441.64,Standard,1957,1957.0,,False,128.0,7.111111111111111,54.13,27142.78,16.44,16.02,2.0,18.0,43.6,28.59,27.810000000000002,0.0,17.56,0.0,30.06,0.0
271235,British Columbia,Victoria,48.428421,-123.36565,female,College,Urban,0.0,Divorced,Nova,17497.52,Standard,559,559.0,,False,99.8,5.870588235294117,44.72,19137.15,20.8,39.58,2.0,17.0,31.07,19.04,28.96,20.94,32.26,50.0,36.33,45.45
382252,British Columbia,Dawson Creek,55.759628,-120.23766,female,College,Urban,0.0,Divorced,Nova,17497.52,Standard,832,832.0,,False,261.4,9.013793103448275,51.69,36236.49,9.05,15.68,0.0,29.0,39.83,29.61,27.5,3.06,22.57,2.45,21.7,0.0
626030,Ontario,London,42.984924,-81.245277,female,College,Urban,0.0,Divorced,Nova,17497.52,Standard,665,665.0,,False,184.7,9.235,59.46,41145.4,8.46,30.32,1.0,20.0,10.930000000000001,45.8,40.17,3.09,37.62,22.81,31.54,100.0
152307,Saskatchewan,Regina,50.44521,-104.6189,male,Bachelor,Urban,52228.0,Married,Nova,17526.18,2021 Promotion,306,306.0,,False,142.5,8.382352941176471,52.37,20801.83,0.0,24.35,0.0,17.0,26.94,16.42,25.4,31.23,60.42,8.55,26.24,0.0
290465,Manitoba,Winnipeg,49.895138,-97.138374,male,Bachelor,Urban,36212.0,Married,Nova,17556.99,Standard,2029,2029.0,,False,223.3,9.708695652173914,48.91,27043.9,35.68,21.67,0.0,23.0,28.439999999999998,35.73,21.85,13.97,10.55,30.33,19.47,25.64
329910,Prince Edward Island,Charlottetown,46.238239,-63.131069,female,Bachelor,Suburban,68273.0,Divorced,Nova,17557.54,Standard,195,195.0,,False,37.0,9.25,61.39,7357.0,0.0,8.11,1.0,4.0,0.0,16.22,83.79,0.0,0.0,0.0,9.68,0.0
503257,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,68273.0,Divorced,Nova,17557.54,Standard,426,426.0,,False,111.3,9.275,51.17,17984.98,64.56,33.87,0.0,12.0,27.86,14.370000000000001,23.360000000000003,34.41,29.03,100.0,7.69,27.94
960417,Ontario,London,42.984924,-81.245277,female,Bachelor,Urban,77803.0,Married,Nova,17625.54,2021 Promotion,316,316.0,,False,67.0,9.571428571428571,52.88,10189.0,36.77,19.4,0.0,7.0,32.84,37.32,11.94,17.91,40.91,0.0,50.0,0.0
507005,New Brunswick,Fredericton,45.963589,-66.643112,female,Bachelor,Rural,36900.0,Single,Nova,17646.73,Standard,1819,1819.0,,False,239.4,8.55,54.1,39922.28,15.55,31.41,1.0,28.0,39.22,38.14,18.67,3.97,27.05,36.14,37.58,0.0
103490,British Columbia,Dawson Creek,55.759628,-120.23766,male,High School or Below,Suburban,22510.0,Single,Nova,17651.96,Standard,1979,1979.0,,False,205.7,8.943478260869565,42.57,34165.229999999996,0.0,24.16,0.0,23.0,45.22,24.26,13.08,17.45,14.3,27.25,35.32,37.05
922047,Ontario,Toronto,43.653225,-79.383186,male,High School or Below,Urban,22510.0,Single,Nova,17651.96,Standard,495,495.0,,False,122.7,7.66875,68.81,19035.7,0.0,8.56,0.0,16.0,13.02,16.3,32.11,38.55,0.0,0.0,12.18,12.05
805902,Ontario,Ottawa,45.421532,-75.697189,male,College,Rural,0.0,Single,Nova,17666.57,Standard,63,63.0,,False,4.0,4.0,0.0,2144.0,100.0,100.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
107119,Ontario,Ottawa,45.421532,-75.697189,female,Bachelor,Rural,82667.0,Single,Nova,17684.65,Standard,2083,2083.0,,False,230.9,8.551851851851852,52.62,42817.36,23.59,37.72,0.0,27.0,28.16,36.43,28.07,7.36,32.77,33.53,54.94,11.76
584727,British Columbia,Vancouver,49.28273,-123.12074,male,College,Suburban,0.0,Single,Nova,17712.21,Standard,2110,2110.0,,False,198.5,10.447368421052632,51.4,32762.85,36.57,21.01,1.0,19.0,20.85,42.53,28.97,7.66,25.6,5.92,25.57,75.0
677901,Alberta,Edmonton,53.544388,-113.49093,male,College,Urban,0.0,Married,Nova,17771.55,Standard,922,245.0,677.0,True,1.9,0.95,7.44,690.3299999999999,0.0,0.0,22.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742666,Ontario,Toronto,43.653225,-79.383186,female,College,Suburban,0.0,Married,Nova,17771.55,Standard,66,66.0,,False,10.0,5.0,56.57,2254.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0
270499,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Rural,86205.0,Single,Nova,17776.82,Standard,957,957.0,,False,174.6,6.984,77.19,33590.12,22.6,37.8,0.0,25.0,24.049999999999997,47.7,24.23,4.01,37.14,33.49,36.64,100.0
665454,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,99790.0,Single,Nova,17786.28,Standard,65,65.0,,False,17.0,8.5,41.59,2832.0,0.0,0.0,0.0,2.0,0.0,0.0,35.29,64.71,0.0,0.0,0.0,0.0
126100,New Brunswick,Fredericton,45.963589,-66.643112,female,Master,Urban,26000.0,Divorced,Nova,17790.41,Standard,1883,265.0,1618.0,True,,,,,,,,,,,,,,,,
761305,Quebec,Montreal,45.50169,-73.567253,male,Master,Suburban,26000.0,Divorced,Nova,17790.41,Standard,1828,24.0,1804.0,True,,,,,,,,,,,,,,,,
568525,Prince Edward Island,Charlottetown,46.238239,-63.131069,male,Bachelor,Suburban,60192.0,Married,Nova,17816.68,Standard,1382,1382.0,,False,152.8,5.65925925925926,60.68,45680.36,12.54,36.78,0.0,27.0,37.11,17.4,22.12,23.36,5.29,40.98,65.38,56.58
947763,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Urban,42696.0,Single,Nova,17822.56,Standard,237,237.0,,False,44.0,11.0,69.23,7829.0,0.0,20.45,0.0,4.0,0.0,79.55,6.82,13.64,0.0,25.71,0.0,0.0
994803,British Columbia,Whistler,50.116322,-122.95736,male,Bachelor,Suburban,42696.0,Single,Nova,17822.56,Standard,1734,285.0,1449.0,True,,,,,,,,,,,,,,,,
667781,Alberta,Calgary,51.048615,-114.07085,female,College,Urban,0.0,Married,Nova,17840.2,Standard,1762,1762.0,,False,203.8,7.278571428571429,67.45,51783.05,7.72,30.57,0.0,28.0,32.47,34.79,15.61,17.12,43.2,9.45,5.97,71.92
537013,Ontario,Toronto,43.653225,-79.383186,male,College,Rural,0.0,Single,Nova,17966.29,Standard,1822,1822.0,,False,219.6,8.446153846153846,59.39,38983.61,28.42,17.99,0.0,26.0,17.450000000000003,41.8,25.589999999999996,15.16,42.56,17.97,3.38,14.41
978040,British Columbia,Kelowna,49.887951,-119.49601,male,College,Urban,0.0,Single,Nova,18039.11,Standard,156,-853.0,1009.0,True,33.0,8.25,66.67,7309.0,86.2,39.39,1.0,4.0,0.0,21.21,78.78,0.0,0.0,100.0,23.08,0.0
685518,Alberta,Calgary,51.048615,-114.07085,male,Bachelor,Suburban,35704.0,Married,Nova,18042.48,Standard,563,245.0,318.0,True,69.8,6.345454545454545,51.08,19074.08,46.49,19.05,10.0,11.0,12.89,24.5,40.83,21.78,0.0,0.0,46.67,0.0
300623,Quebec,Tremblant,46.118462,-74.596184,male,Bachelor,Urban,57882.0,Single,Nova,18060.48,Standard,2105,1644.0,461.0,True,79.8,5.7,63.03,21080.75,30.76,50.0,15.0,14.0,42.849999999999994,40.480000000000004,16.67,0.0,22.22,82.35,42.86,0.0
834943,Quebec,Montreal,45.50169,-73.567253,female,College,Urban,0.0,Married,Nova,18065.27,Standard,2433,2433.0,,False,173.0,6.407407407407407,54.37,42316.83,0.0,35.66,2.0,27.0,48.49,14.16,31.86,5.49,25.15,79.59,21.05,100.0
239605,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,68568.0,Married,Nova,18089.8,Standard,1515,1515.0,,False,190.7,8.291304347826086,47.87,36599.4,61.13,27.16,1.0,23.0,28.1,32.35,33.559999999999995,5.98,16.23,32.74,17.97,100.0
365208,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Urban,53690.0,Married,Nova,18211.14,Standard,63,63.0,,False,8.0,8.0,0.0,2110.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
914044,Alberta,Calgary,51.048615,-114.07085,male,Bachelor,Suburban,53690.0,Married,Nova,18211.14,Standard,714,714.0,,False,194.4,7.476923076923077,48.64,38864.1,29.25,25.51,0.0,26.0,25.82,26.18,31.58,16.41,28.88,55.6,11.07,0.0
411586,Ontario,Thunder Bay,48.380894,-89.247681,male,Bachelor,Suburban,76726.0,Married,Nova,18321.24,Standard,1014,1014.0,,False,228.7,8.47037037037037,38.11,31047.13,27.02,27.28,0.0,27.0,49.400000000000006,20.939999999999998,24.1,5.55,30.18,38.62,17.79,0.0
472824,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,21189.0,Divorced,Nova,18321.87,Standard,1884,1884.0,,False,203.0,9.227272727272727,50.03,39388.840000000004,28.67,33.84,0.0,22.0,37.68,34.59,23.5,4.24,47.58,30.48,22.85,0.0
900083,British Columbia,Dawson Creek,55.759628,-120.23766,male,Bachelor,Urban,21189.0,Divorced,Nova,18321.87,Standard,2109,2109.0,,False,121.7,6.405263157894737,46.92,26889.51,37.77,26.29,1.0,19.0,65.08,19.799999999999997,15.120000000000001,0.0,28.16,0.0,52.72,0.0
911503,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Suburban,49659.0,Divorced,Nova,18370.57,Standard,1023,1023.0,,False,217.0,9.041666666666666,48.81,36034.27,34.05,11.11,0.0,24.0,39.91,20.870000000000005,24.19,15.02,19.75,4.42,9.52,0.0
712426,Manitoba,Winnipeg,49.895138,-97.138374,female,College,Rural,0.0,Single,Nova,18399.83,Standard,1150,1150.0,,False,226.0,11.894736842105264,35.43,33891.11,20.18,21.68,1.0,19.0,33.09,42.03,24.86,0.0,14.71,20.0,33.81,0.0
512097,British Columbia,Vancouver,49.28273,-123.12074,male,High School or Below,Rural,27869.0,Married,Nova,18474.71,Standard,865,865.0,,False,225.8,8.362962962962964,56.08,41468.76,13.85,22.05,0.0,27.0,13.82,44.459999999999994,22.9,18.82,46.47,27.19,15.47,0.0
643059,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,65903.0,Married,Nova,18522.29,Standard,953,953.0,,False,251.6,10.939130434782609,43.32,30901.33,57.84,31.04,0.0,23.0,16.34,40.150000000000006,26.7,16.81,58.39,21.98,17.41,47.75
246187,Quebec,Montreal,45.50169,-73.567253,male,High School or Below,Urban,16154.0,Married,Nova,18534.61,Standard,831,831.0,,False,179.7,6.911538461538461,56.41,42300.19,55.5,24.6,0.0,26.0,31.5,26.65,32.67,9.18,5.12,35.07,31.52,36.36
333295,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Suburban,34087.0,Single,Nova,18544.3,Standard,1005,1005.0,,False,176.9,7.691304347826088,44.79,26768.28,34.76,28.77,0.0,23.0,41.15,17.46,29.23,12.15,21.43,43.37,33.08,22.33
815643,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Rural,32756.0,Married,Nova,18569.5,Standard,1055,1055.0,,False,235.3,8.403571428571428,56.5,46407.38,20.62,27.75,1.0,28.0,33.57,38.34,14.36,13.73,43.54,9.76,20.41,47.06
688533,Ontario,Thunder Bay,48.380894,-89.247681,male,Doctor,Urban,11656.0,Married,Nova,18635.9,Standard,1665,1665.0,,False,193.5,8.795454545454545,41.84,47428.99,43.01,42.64,0.0,22.0,24.200000000000003,28.89,27.45,19.48,43.59,39.36,46.89,40.32
677329,Ontario,Kingston,44.231171,-76.485954,male,College,Rural,0.0,Single,Nova,18688.31,Standard,462,462.0,,False,126.2,8.413333333333334,46.0,18646.04,21.23,31.38,2.0,15.0,12.68,29.32,38.43,19.57,0.0,62.16,34.23,0.0
166273,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,64929.0,Married,Nova,18704.85,2021 Promotion,256,256.0,,False,64.0,9.142857142857142,56.28,11367.0,65.38,29.69,0.0,7.0,6.25,20.31,53.129999999999995,20.31,25.0,69.23,14.71,30.77
732808,Quebec,Montreal,45.50169,-73.567253,male,College,Suburban,0.0,Single,Nova,18708.76,Standard,815,815.0,,False,283.6,9.148387096774194,56.76,42179.42,15.2,33.89,0.0,31.0,27.44,24.29,35.65,12.62,40.62,48.48,9.69,59.5
764595,British Columbia,Victoria,48.428421,-123.36565,male,College,Suburban,0.0,Single,Nova,18708.76,Standard,1339,1339.0,,False,212.9,7.341379310344828,53.18,37258.56,39.12,24.19,0.0,29.0,50.3,15.180000000000001,25.04,9.49,13.54,30.96,47.09,9.41
738431,Nova Scotia,Halifax,44.648766,-63.575237,male,High School or Below,Suburban,27229.0,Single,Nova,18745.4,Standard,1769,1769.0,,False,185.4,7.416,79.34,47402.47,16.02,20.66,1.0,25.0,50.81,40.18,7.98,1.02,11.15,30.6,33.78,0.0
334437,British Columbia,Vancouver,49.28273,-123.12074,male,College,Rural,0.0,Single,Nova,18767.55,Standard,1105,1105.0,,False,251.4,9.311111111111112,51.13,41465.25,45.69,32.94,0.0,27.0,29.560000000000002,33.85,20.45,16.15,24.9,51.82,24.51,18.72
989746,Ontario,Toronto,43.653225,-79.383186,male,College,Suburban,0.0,Single,Nova,18767.55,Standard,2345,2345.0,,False,164.3,7.468181818181819,56.48,34342.08,14.36,14.79,2.0,22.0,48.51,29.39,16.32,5.78,15.56,16.56,14.55,0.0
476068,British Columbia,Vancouver,49.28273,-123.12074,male,College,Rural,0.0,Single,Nova,18853.74,Standard,2409,2409.0,,False,247.5,8.25,61.51,49652.24,17.74,21.01,0.0,30.0,37.83,36.769999999999996,22.990000000000002,2.42,19.55,27.14,10.54,50.0
735263,British Columbia,Vancouver,49.28273,-123.12074,female,College,Urban,0.0,Single,Nova,18892.2,Standard,961,961.0,,False,170.7,8.535,49.8,41309.659999999996,18.72,29.82,0.0,20.0,28.24,54.13,16.470000000000002,1.17,30.08,33.98,17.79,0.0
739352,New Brunswick,Moncton,46.087818,-64.778229,female,College,Urban,0.0,Single,Nova,18898.33,Standard,1898,1898.0,,False,132.5,7.361111111111111,65.14,29701.25,25.23,25.28,0.0,18.0,41.739999999999995,26.870000000000005,23.85,7.55,18.99,33.71,9.49,80.0
201436,Alberta,Edmonton,53.544388,-113.49093,female,Bachelor,Urban,72196.0,Single,Nova,18929.33,Standard,1073,471.0,602.0,True,24.7,4.116666666666666,52.33,9447.880000000001,0.0,15.38,20.0,6.0,100.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0
380788,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Suburban,91535.0,Married,Nova,18938.54,Standard,1052,721.0,331.0,True,102.7,5.405263157894737,57.63,31033.33,80.49,30.57,11.0,19.0,29.7,31.45,20.35,18.5,71.8,11.76,27.27,0.0
380954,British Columbia,Whistler,50.116322,-122.95736,male,Bachelor,Urban,91535.0,Married,Nova,18938.54,Standard,140,140.0,,False,32.0,16.0,8.84,1465.0,100.0,18.75,0.0,2.0,0.0,0.0,46.88,53.12,0.0,0.0,0.0,35.29
509810,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,29822.0,Single,Nova,19014.48,Standard,1253,1253.0,,False,171.2,6.848,41.64,38197.59,16.5,15.13,0.0,25.0,43.58,30.839999999999996,14.43,11.16,4.02,25.19,30.77,10.47
735038,Quebec,Montreal,45.50169,-73.567253,female,College,Rural,0.0,Single,Nova,19045.5,2021 Promotion,1622,1622.0,,False,276.9,8.39090909090909,64.61,49536.82,30.18,36.37,0.0,33.0,26.68,38.06,24.310000000000002,10.94,41.68,35.58,34.03,31.35
310833,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Urban,32775.0,Divorced,Nova,19088.34,Standard,1702,789.0,913.0,True,,,,,,,,,,,,,,,,
459404,British Columbia,Dawson Creek,55.759628,-120.23766,female,Bachelor,Urban,22705.0,Divorced,Nova,19160.99,Standard,2114,2114.0,,False,127.7,6.385,52.1,31618.18,0.0,37.12,0.0,20.0,48.239999999999995,20.200000000000003,29.99,1.57,18.67,58.91,54.05,0.0
620969,Ontario,Ottawa,45.421532,-75.697189,female,Bachelor,Suburban,22705.0,Divorced,Nova,19160.99,Standard,211,211.0,,False,42.0,8.4,35.32,10410.0,38.97,28.57,0.0,5.0,0.0,28.57,40.480000000000004,30.95,0.0,50.0,5.88,38.46
762072,British Columbia,West Vancouver,49.328625,-123.16019,female,Bachelor,Suburban,39034.0,Married,Nova,19190.32,Standard,531,531.0,,False,113.1,9.424999999999999,24.42,20440.09,0.0,31.65,0.0,12.0,8.84,32.8,35.28,23.08,20.0,55.26,14.29,29.12
672600,Ontario,Ottawa,45.421532,-75.697189,male,College,Rural,0.0,Single,Nova,19228.46,Standard,698,698.0,,False,189.6,7.022222222222222,65.99,46368.19,33.16,17.77,2.0,27.0,20.94,53.48,16.549999999999997,9.02,17.13,14.3,33.44,11.11
194493,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Urban,39895.0,Married,Nova,19253.03,Standard,970,970.0,,False,216.5,8.66,54.77,43829.46,12.47,24.71,0.0,25.0,36.07,25.96,23.78,14.18,53.39,0.0,15.53,12.38
693922,Quebec,Montreal,45.50169,-73.567253,male,College,Suburban,0.0,Single,Nova,19278.82,Standard,1540,1540.0,,False,165.3,6.612,64.77,43080.13,10.01,23.05,0.0,25.0,24.68,36.12,21.16,18.03,17.16,22.61,14.0,42.62
454514,British Columbia,Vancouver,49.28273,-123.12074,female,College,Rural,0.0,Divorced,Nova,19323.24,Standard,544,544.0,,False,113.0,8.692307692307692,48.96,11792.19,60.72,45.84,1.0,13.0,29.19,26.54,22.39,21.86,45.45,30.0,57.31,53.85
366977,British Columbia,Vancouver,49.28273,-123.12074,female,College,Suburban,0.0,Married,Nova,19357.37,2021 Promotion,298,298.0,,False,41.0,6.833333333333333,58.84,11597.0,0.0,58.54,0.0,6.0,0.0,63.42,19.52,17.07,0.0,80.77,37.5,0.0
931701,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Suburban,25561.0,Married,Nova,19357.8,Standard,1274,243.0,1031.0,True,,,,,,,,,,,,,,,,
116895,Ontario,Toronto,43.653225,-79.383186,female,Doctor,Rural,21159.0,Married,Nova,19378.91,2021 Promotion,262,262.0,,False,41.0,8.2,72.87,7574.0,52.94,12.2,0.0,5.0,26.83,41.46,26.83,4.88,27.27,0.0,0.0,100.0
