,Loyalty#,SumNumFlights,AvgNumFlights,SumPointsAccumulated,NumMonthsWithFlights,PropOfRedeem,PropOfCompanionFlights,AvgVarNumFlights,MonthsSinceLastFlight,Flights_Month_1,Flights_Month_2,Flights_Month_3,Flights_Month_4,Flights_Month_5,Flights_Month_6,Flights_Month_7,Flights_Month_8,Flights_Month_9,Flights_Month_10,Flights_Month_11,Flights_Month_12,PropCompFlights_Month_1,PropCompFlights_Month_2,PropCompFlights_Month_3,PropCompFlights_Month_4,PropCompFlights_Month_5,PropCompFlights_Month_6,PropCompFlights_Month_7,PropCompFlights_Month_8,PropCompFlights_Month_9,PropCompFlights_Month_10,PropCompFlights_Month_11,PropCompFlights_Month_12,PropCompFlightsSeason_LowSeasonEarlyYear,PropCompFlightsSeason_PeakSeasonSummer,PropCompFlightsSeason_Autumn,PropCompFlightsSeason_HolidayPeak
5250,412793,160,6.956521739130435,40904.770000000004,23,45.46,33.12,51.0,0,12.51,12.96,15.69,0.0,9.39,6.23,5.56,22.67,16.67,0.0,12.41,16.93,25.4,28.57,39.44,0.0,54.44,33.33,100.0,45.8,0.0,0.0,7.69,26.67,42.22,57.0,4.55,26.67
5251,412803,195,6.724137931034483,46872.83,27,31.3,28.21,75.3,2,10.0,8.09,11.2,15.49,11.88,0.58,3.13,18.89,3.13,13.55,0.0,9.51,0.0,76.39,50.0,0.0,33.33,0.0,0.0,33.33,58.33,52.38,0.0,59.82,12.35,28.45,52.23,59.82
5252,412817,201,9.136363636363637,30856.91,21,0.0,18.91,56.55,0,9.33,4.05,13.51,14.67,22.56,6.67,24.95,0.0,9.55,0.0,19.04,6.97,0.0,62.5,0.0,0.0,15.56,0.0,39.61,0.0,0.0,0.0,20.63,28.33,8.6,39.61,8.92,28.33
5253,412854,181,9.526315789473685,27291.36,19,0.0,8.29,43.89,0,10.39,0.0,11.69,9.09,14.83,24.43,0.0,15.58,19.26,3.9,10.57,17.56,0.0,0.0,0.0,0.0,15.08,0.0,0.0,16.67,0.0,33.33,81.67,0.0,15.08,3.17,20.9,0.0
5254,412880,182,7.28,49826.63,24,26.56,31.87,71.76,2,2.2,4.52,15.1,0.0,14.35,11.34,21.48,12.83,0.0,6.91,16.55,15.03,0.0,66.67,33.33,0.0,26.11,21.88,3.51,88.19,0.0,25.0,22.5,0.0,28.83,37.19,38.2,0.0
5255,412902,248,8.857142857142858,49853.81,28,30.07,25.4,40.62,0,8.01,13.51,7.88,12.22,4.05,14.28,0.0,11.0,6.4,14.95,11.7,12.7,30.95,0.0,33.33,20.0,0.0,5.13,0.0,33.33,16.67,0.0,52.19,79.07,15.7,11.76,31.05,79.07
5256,412944,228,9.12,37981.7,25,28.42,20.18,42.62,0,10.32,12.83,9.49,4.22,23.81,18.2,14.54,16.16,1.59,13.32,14.29,7.9,0.0,14.81,0.0,0.0,0.0,0.0,83.22,31.48,100.0,31.67,0.0,33.33,4.17,26.42,24.44,33.33
5257,412995,142,7.888888888888889,32378.260000000002,18,0.0,30.28,45.99,0,9.59,2.74,17.81,9.01,15.07,4.11,27.58,21.58,34.76,5.48,12.33,16.44,0.0,50.0,38.46,80.0,0.0,0.0,78.89,38.52,0.0,50.0,0.0,0.0,73.68,45.56,5.13,0.0
5258,413050,233,7.516129032258065,41579.85,31,51.54,18.45,59.59,0,9.47,6.51,12.33,5.1,8.45,8.03,12.15,15.9,7.95,7.09,4.3,16.56,0.0,66.67,0.0,33.33,100.0,0.0,66.67,0.0,3.7,70.37,100.0,0.0,24.94,10.68,34.96,0.0
5259,413052,125,5.681818181818182,30706.23,22,11.5,30.4,68.14,0,9.86,6.25,6.25,14.29,26.01,27.08,10.18,8.33,2.08,14.29,16.85,4.17,21.67,100.0,100.0,26.67,12.7,0.0,21.21,0.0,100.0,100.0,0.0,100.0,29.97,8.33,34.49,100.0
5260,413088,217,8.346153846153847,40425.69,25,38.29,20.74,65.18,1,10.0,8.89,8.23,8.13,10.82,18.21,26.01,0.0,0.0,3.6,2.44,17.06,14.14,19.44,66.67,11.11,54.97,0.0,0.0,0.0,0.0,0.0,100.0,43.3,30.02,0.0,10.0,43.3
5261,413101,205,8.91304347826087,37515.95,23,31.49,28.29,50.62,0,17.84,15.96,12.53,0.0,5.94,21.51,17.44,12.9,9.68,15.01,0.0,6.53,24.75,17.22,42.02,0.0,66.67,35.0,0.0,58.33,0.0,8.16,0.0,93.33,32.22,9.52,8.16,93.33
5262,413115,227,8.73076923076923,35547.35,24,44.39,26.87,63.2,0,1.16,6.32,12.5,0.0,11.84,5.73,21.08,16.67,12.86,0.0,16.67,10.5,50.0,50.0,7.14,0.0,2.22,50.0,59.7,13.33,53.21,0.0,0.0,66.67,8.39,34.9,29.51,66.67
5263,413185,174,6.444444444444445,36703.22,26,18.48,28.16,67.68,0,14.31,14.69,3.31,5.26,0.0,19.49,8.25,7.11,17.11,17.12,6.32,10.82,0.0,11.57,38.89,100.0,0.0,57.78,66.67,0.0,38.46,8.33,73.08,70.59,18.38,36.3,15.52,70.59
5264,413243,225,8.333333333333334,38066.91,27,9.13,21.78,48.8,0,0.0,6.75,18.4,12.91,6.47,9.78,4.35,8.7,11.23,11.15,3.26,17.88,0.0,66.67,0.0,0.0,0.0,100.0,100.0,0.0,5.13,30.95,100.0,12.81,7.74,87.3,22.99,12.81
5265,413266,208,7.703703703703703,41577.72,26,41.75,36.54,68.39,0,9.64,5.96,10.23,14.33,16.69,0.0,19.02,13.05,0.0,0.59,4.48,14.99,0.0,0.0,66.67,33.33,34.52,0.0,63.89,76.39,0.0,0.0,70.0,47.84,17.26,68.78,66.67,47.84
5266,413282,205,7.321428571428571,30898.06,27,76.16,14.63,65.25,0,0.0,4.86,12.02,14.52,4.88,21.97,11.35,0.63,8.35,10.11,13.99,13.5,0.0,0.0,36.36,0.0,100.0,12.82,0.0,100.0,66.67,9.09,0.0,27.78,25.24,12.22,10.25,27.78
5267,413330,127,6.684210526315789,25456.01,18,0.0,22.83,57.09,11,40.57,9.18,16.67,9.18,18.35,12.54,0.0,2.44,0.76,20.03,0.0,0.0,9.52,26.67,24.75,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,16.35,100.0,3.57,0.0
5268,413345,197,8.565217391304348,34888.11,23,18.34,19.29,55.64,0,14.92,1.41,0.0,7.1,9.86,23.87,2.96,0.0,12.3,0.0,15.11,19.99,14.29,0.0,0.0,33.33,0.0,0.0,33.33,0.0,30.62,0.0,11.4,40.03,13.33,5.0,19.31,40.03
5269,413347,148,7.7894736842105265,30015.43,19,12.59,35.81,58.92,1,0.0,0.0,2.35,13.04,21.5,15.98,28.37,19.3,10.41,8.8,4.35,0.0,0.0,0.0,100.0,100.0,16.67,65.15,43.65,30.94,0.0,0.0,100.0,0.0,29.44,38.77,33.33,0.0
5270,413426,227,9.458333333333334,44519.27,24,0.0,25.99,52.91,0,8.87,9.09,15.02,0.0,15.05,19.35,3.9,0.0,14.29,12.42,1.3,17.16,33.33,0.0,33.33,0.0,16.67,31.88,66.67,0.0,72.73,28.17,0.0,13.75,20.53,34.83,47.22,13.75
5271,413445,66,6.6,13262.46,10,69.03,16.67,55.42,8,10.71,25.0,35.71,28.57,0.0,0.0,0.0,0.0,57.98,7.7,34.31,0.0,0.0,0.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,22.62,0.0,17.86,0.0,15.41,0.0
5272,413459,222,7.928571428571429,46903.46,27,49.52,21.62,68.22,0,0.59,13.08,4.5,8.09,16.42,24.62,5.8,14.43,14.2,1.89,6.61,17.93,100.0,11.11,100.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,18.52,67.35,16.8,11.5,18.52,67.35
5273,413620,148,7.4,37771.9,20,10.64,25.0,56.22,0,6.67,2.22,23.31,0.0,16.22,22.95,14.59,19.4,28.89,2.22,11.11,5.6,66.67,0.0,0.0,0.0,0.0,59.58,0.0,0.0,15.38,100.0,60.0,100.0,6.06,28.19,31.58,100.0
5274,413659,65,8.125,8175.0,8,52.02,27.69,55.6,0,0.0,4.62,1.54,16.92,16.92,23.08,10.77,0.0,0.0,12.31,0.0,13.85,0.0,66.67,100.0,0.0,0.0,0.0,100.0,0.0,0.0,37.5,0.0,55.56,11.54,31.82,37.5,55.56
5275,413741,185,8.80952380952381,28970.01,21,89.7,36.22,65.76,5,13.46,0.0,12.75,4.78,34.04,0.0,33.04,10.89,6.51,5.05,14.48,0.0,38.52,0.0,36.11,27.78,6.25,0.0,45.79,0.0,100.0,100.0,24.75,0.0,25.57,36.31,58.12,0.0
5276,413798,257,8.566666666666666,45341.94,30,0.0,15.95,55.15,0,4.05,5.05,16.35,4.66,8.24,7.06,13.66,15.58,7.79,13.95,4.66,15.17,0.0,0.0,11.9,100.0,0.0,0.0,0.0,2.78,33.33,0.0,0.0,52.03,20.83,1.52,23.33,52.03
5277,413815,206,7.357142857142857,40144.65,27,59.86,27.18,58.05,0,3.88,15.39,6.59,14.73,3.99,12.13,17.07,17.07,16.12,9.98,11.97,9.71,11.11,0.0,6.67,16.43,0.0,19.64,0.0,35.71,0.0,80.0,76.77,66.67,9.82,19.05,49.37,66.67
5278,413853,90,8.181818181818182,16020.79,11,74.11,30.0,73.91,1,0.0,11.32,0.0,3.77,15.09,0.0,32.08,1.89,0.0,18.87,14.58,86.62,0.0,0.0,0.0,0.0,0.0,0.0,52.94,100.0,0.0,50.0,33.33,15.49,0.0,55.56,30.41,15.49
5279,413994,197,8.954545454545455,30204.99,22,56.95,15.74,49.28,0,11.89,4.94,16.05,18.96,1.23,14.81,12.49,17.65,17.01,16.05,14.69,2.47,36.7,0.0,15.38,13.33,0.0,0.0,0.0,20.0,0.0,30.77,0.0,100.0,25.63,7.14,7.41,100.0
5280,414033,174,9.666666666666666,31236.03,18,19.93,6.9,40.46,0,5.98,8.55,5.98,11.11,12.82,2.56,7.69,11.11,8.55,31.21,23.94,20.06,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.56,3.03,13.73,0.0,12.0,2.78,13.73
5281,414157,137,6.523809523809524,37063.2,20,0.0,21.17,66.92,0,14.46,15.89,13.3,0.0,0.93,33.33,25.76,5.13,16.17,2.99,0.0,10.26,0.0,39.44,0.0,0.0,0.0,0.0,36.13,100.0,9.76,100.0,0.0,0.0,23.14,38.69,16.92,0.0
5282,414164,100,5.882352941176471,28658.71,16,16.11,31.0,58.55,1,1.79,16.07,8.93,3.57,0.0,28.81,28.81,7.34,20.42,14.29,19.64,0.0,100.0,0.0,0.0,100.0,0.0,58.8,0.0,95.0,0.0,0.0,27.27,0.0,17.65,45.37,5.26,0.0
5283,414207,202,9.181818181818182,28090.8,22,9.55,15.84,39.72,1,9.42,9.38,10.94,13.79,13.29,24.66,15.62,10.97,21.88,13.43,1.56,15.92,0.0,50.0,0.0,0.0,29.97,0.0,0.0,74.07,0.0,13.33,100.0,0.0,16.51,21.93,6.67,0.0
5284,414211,185,7.115384615384615,45740.97,26,18.53,12.97,65.11,1,15.86,6.44,11.76,3.13,3.53,18.82,15.29,11.88,14.91,26.06,11.99,2.93,0.0,0.0,10.0,66.67,0.0,0.0,23.08,17.78,35.19,0.0,0.0,0.0,7.72,8.33,10.31,0.0
5285,414239,145,7.631578947368421,28995.05,19,0.0,24.14,65.69,0,1.39,2.78,5.56,0.0,0.0,1.39,0.0,19.29,8.7,13.3,27.04,27.97,100.0,50.0,0.0,0.0,0.0,0.0,0.0,91.67,10.26,0.0,13.75,0.0,28.57,89.74,12.98,0.0
5286,414305,261,8.15625,41711.17,32,76.31,22.99,50.99,1,7.63,5.48,4.28,14.53,4.56,12.9,11.16,14.66,13.69,8.84,6.33,5.58,0.0,66.67,86.67,28.17,0.0,4.44,0.0,30.32,5.56,33.33,100.0,0.0,29.2,14.48,31.3,0.0
5287,414318,162,8.526315789473685,33287.520000000004,19,47.87,29.63,61.24,1,19.94,0.0,0.0,14.47,19.83,26.32,25.64,0.0,5.15,15.79,8.66,12.79,19.35,0.0,0.0,0.0,40.97,0.0,20.83,0.0,38.89,16.67,81.82,81.67,22.65,9.26,61.75,81.67
5288,414382,5,2.5,5034.0,2,0.0,0.0,84.85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5289,414433,144,6.260869565217392,42636.06,21,11.76,29.86,65.36,0,1.09,8.88,14.75,18.16,0.0,15.72,8.2,27.87,12.66,22.08,1.09,15.41,100.0,0.0,55.56,19.64,0.0,100.0,0.0,0.0,46.03,37.78,0.0,2.78,22.14,66.67,40.69,2.78
5290,414584,252,7.411764705882353,61019.56,32,17.92,25.79,75.02,0,1.94,11.07,2.38,8.63,12.79,4.92,18.34,16.06,5.58,7.7,4.36,9.75,25.0,52.31,50.0,53.57,22.05,0.0,40.51,21.53,66.67,9.52,0.0,0.0,36.03,28.73,21.28,0.0
5291,414727,222,7.4,49991.64,30,46.1,28.83,69.87,2,3.86,8.6,15.38,8.75,2.91,18.86,12.79,11.63,4.1,11.98,1.73,18.85,100.0,11.11,0.0,41.11,0.0,8.77,15.08,69.06,100.0,47.09,0.0,21.76,27.69,26.88,56.73,21.76
5292,414741,288,9.6,43434.84,30,51.22,23.61,52.66,0,7.92,5.94,4.52,7.27,13.28,19.17,14.17,12.87,10.36,8.98,8.82,4.52,0.0,0.0,0.0,4.17,33.68,1.96,64.81,23.08,50.93,19.16,55.56,0.0,12.25,23.15,38.18,0.0
5293,414757,145,6.904761904761905,33502.83,19,32.73,13.1,71.23,0,3.45,17.42,6.38,8.51,20.41,14.09,0.0,2.13,19.28,0.0,24.54,15.92,75.0,40.97,0.0,0.0,0.0,65.79,0.0,100.0,0.0,0.0,3.85,0.0,19.88,67.5,1.39,0.0
5294,415067,193,6.892857142857143,51563.78,27,22.45,23.83,79.69,0,3.78,4.84,3.78,6.23,14.02,20.35,27.6,6.33,6.86,4.84,2.08,19.76,0.0,100.0,100.0,0.0,0.0,51.44,0.0,66.67,0.0,0.0,100.0,36.13,15.42,23.47,22.22,36.13
5295,415077,115,6.388888888888889,31893.29,18,36.38,20.0,72.06,0,19.52,10.4,5.26,28.57,0.0,0.0,32.3,3.81,0.0,14.8,2.63,15.79,0.0,38.89,0.0,31.67,0.0,0.0,24.44,25.0,0.0,0.0,0.0,100.0,22.07,23.89,0.0,100.0
5296,415088,56,6.222222222222222,13425.0,9,31.57,35.71,74.42,0,14.29,8.93,0.0,10.71,1.79,7.14,0.0,14.29,5.36,7.14,0.0,30.36,25.0,40.0,0.0,33.33,100.0,25.0,0.0,0.0,0.0,100.0,0.0,47.06,35.0,8.33,57.14,47.06
5297,415090,160,7.619047619047619,16312.33,21,69.32,25.62,54.82,0,11.36,10.55,16.03,22.43,12.02,0.0,5.48,24.17,0.0,11.22,0.0,29.55,0.0,33.33,0.0,42.26,27.78,0.0,66.67,60.77,0.0,8.33,0.0,15.38,20.75,43.0,8.33,15.38
5298,415148,206,7.923076923076923,37708.76,25,23.37,25.73,47.62,1,10.47,13.34,18.32,14.93,9.21,16.28,2.33,14.85,9.85,4.78,11.15,0.0,22.22,0.0,50.0,0.0,33.33,21.43,100.0,65.69,0.0,77.27,5.56,0.0,19.98,68.27,12.17,0.0
5299,415201,31,4.428571428571429,11606.0,7,70.27,19.35,103.36,0,0.0,9.68,45.16,0.0,0.0,3.23,12.9,0.0,0.0,19.35,3.23,6.45,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,66.67,100.0,0.0,5.88,0.0,71.43,0.0
5300,415327,146,10.428571428571429,27354.89,14,9.91,23.97,47.08,0,0.0,10.64,10.64,5.32,0.0,0.0,21.28,19.15,0.0,12.83,25.02,39.81,0.0,0.0,0.0,60.0,0.0,0.0,40.0,11.11,0.0,0.0,0.0,55.66,12.0,26.32,0.0,55.66
5301,415332,167,6.958333333333333,29852.33,24,23.41,16.77,63.35,0,6.12,14.47,2.48,13.12,13.7,0.0,0.0,15.07,7.1,4.19,16.95,23.57,100.0,29.17,100.0,33.33,3.03,0.0,0.0,23.08,0.0,0.0,0.0,15.38,21.02,23.08,0.0,15.38
5302,415341,189,7.56,31779.18,24,32.23,32.8,58.3,2,7.94,7.13,9.52,11.11,5.53,7.36,22.8,13.54,8.97,11.65,15.87,17.47,0.0,0.0,0.0,0.0,12.5,84.62,29.66,40.97,66.67,56.35,14.65,59.17,3.7,39.25,33.15,59.17
5303,415372,185,7.4,38484.51,24,25.55,12.43,69.02,2,6.67,11.11,21.28,5.02,12.04,0.0,25.64,7.85,0.66,16.83,2.1,9.29,0.0,60.0,0.0,51.67,0.0,0.0,0.0,100.0,100.0,0.0,0.0,7.14,12.6,17.03,1.96,7.14
5304,415381,229,9.16,36821.04,25,14.54,24.02,61.16,0,8.69,2.92,1.7,1.79,19.14,20.87,32.14,15.04,13.83,8.89,11.55,16.07,19.64,0.0,100.0,0.0,47.61,0.0,61.11,11.31,3.7,23.23,0.0,77.78,38.66,23.54,10.52,77.78
5305,415402,98,7.0,22536.77,14,17.61,15.31,53.16,0,0.0,15.52,10.34,10.34,0.0,0.0,20.69,42.68,24.14,7.32,22.47,24.67,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,28.57,0.0,0.0,57.47,4.76,0.0,9.52,57.47
5306,415441,153,6.12,33307.6,23,7.48,27.45,67.42,0,24.2,2.28,3.23,8.6,18.42,0.0,6.45,16.13,15.19,6.58,14.32,14.65,40.83,50.0,0.0,75.56,27.31,0.0,0.0,0.0,27.31,68.18,0.0,36.67,33.12,0.0,25.28,36.67
5307,415446,21,10.5,3758.0,2,76.69,76.19,47.14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64.29,0.0,0.0,100.0,64.29
5308,415862,151,6.565217391304348,36588.03,23,24.76,11.26,52.93,0,8.77,10.53,0.0,1.75,20.27,21.38,15.79,17.35,7.41,13.65,3.84,13.06,60.0,33.33,0.0,100.0,0.0,33.33,0.0,0.0,0.0,0.0,100.0,0.0,16.67,7.25,16.95,0.0
5309,415896,174,7.909090909090909,26690.989999999998,22,0.0,20.69,60.94,0,0.0,9.86,15.61,11.48,24.59,29.38,0.0,11.14,7.94,11.48,4.38,9.95,0.0,4.76,28.57,0.0,0.0,47.07,0.0,0.0,0.0,0.0,0.0,22.02,7.91,33.62,0.0,22.02
5310,415915,163,7.409090909090909,30884.36,22,11.52,30.06,46.69,0,13.64,4.92,14.72,18.03,4.85,18.63,0.0,21.31,17.91,12.75,16.39,8.05,9.52,100.0,0.0,0.0,0.0,46.03,0.0,53.85,45.56,0.0,30.0,100.0,7.94,33.53,32.06,100.0
5311,415916,179,9.421052631578947,27629.88,19,70.36,25.14,49.45,0,2.91,8.74,4.85,0.0,6.8,18.45,11.65,14.56,18.97,21.4,7.08,29.9,100.0,0.0,100.0,0.0,14.29,0.0,83.33,60.0,31.48,0.0,41.67,12.12,37.5,41.3,18.89,12.12
5312,416091,54,10.8,7282.0,5,0.0,25.93,60.5,0,0.0,0.0,0.0,0.0,0.0,29.63,0.0,14.81,0.0,1.85,22.22,31.48,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,52.94,0.0,16.67,7.69,52.94
5313,416105,5,5.0,2221.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5314,416124,248,8.551724137931034,42187.77,29,73.12,24.6,55.69,1,10.19,13.58,15.3,10.19,11.75,1.59,20.98,6.17,9.29,4.43,12.91,5.38,0.0,0.0,11.79,76.39,57.74,0.0,14.58,40.0,0.0,27.78,29.97,100.0,26.78,13.64,18.92,100.0
5315,416127,114,4.75,35362.229999999996,23,31.46,45.61,88.94,3,6.29,5.18,16.07,15.58,7.14,35.71,6.89,19.64,6.89,26.12,15.58,15.58,0.0,64.29,0.0,77.5,100.0,0.0,66.67,54.55,33.33,46.43,100.0,100.0,44.71,72.73,70.03,100.0
5316,416216,143,7.526315789473684,29785.81,19,43.37,29.37,45.68,0,0.0,17.66,22.15,0.0,18.51,25.01,8.57,4.58,14.29,6.45,0.0,13.75,0.0,0.0,46.85,0.0,0.0,42.78,100.0,0.0,0.0,0.0,0.0,46.83,21.62,41.11,0.0,46.83
5317,416575,144,5.76,42441.31,24,32.95,37.5,65.4,0,10.26,21.4,0.0,14.47,4.39,13.01,13.86,3.95,13.25,12.54,10.79,6.58,100.0,28.52,0.0,0.0,50.0,6.67,27.78,0.0,100.0,66.67,66.67,100.0,42.78,12.22,66.67,100.0
5318,416620,11,11.0,769.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5319,416768,190,8.26086956521739,40278.78,23,31.44,35.79,58.99,0,5.81,10.47,11.63,4.98,14.5,17.66,23.29,6.7,0.0,19.22,5.81,11.06,60.0,44.44,60.0,0.0,33.33,66.67,32.1,100.0,0.0,34.85,100.0,5.88,14.14,49.57,56.57,5.88
5320,416783,159,6.36,32641.45,25,41.57,13.21,68.37,0,8.52,12.92,14.71,0.0,17.03,25.66,15.25,3.62,0.0,12.54,15.98,2.55,22.22,26.67,0.0,0.0,0.0,0.0,0.0,38.89,0.0,0.0,34.85,100.0,10.28,3.5,17.22,100.0
5321,416940,102,8.5,15927.06,12,0.0,39.22,23.26,17,19.57,12.75,18.67,0.0,21.55,14.72,12.75,0.0,0.0,0.0,0.0,0.0,0.0,84.52,26.11,0.0,59.17,0.0,84.52,0.0,0.0,0.0,0.0,0.0,39.12,39.23,0.0,0.0
5322,416973,212,8.153846153846153,42476.83,26,36.92,25.94,48.77,0,14.96,7.55,9.57,12.54,12.86,0.0,19.61,14.4,6.11,0.0,3.78,16.92,22.5,0.0,36.7,33.33,20.0,0.0,0.0,26.78,0.0,0.0,66.67,63.64,29.05,11.52,23.61,63.64
5323,417001,6,2.0,4315.0,3,0.0,16.67,50.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,50.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.67,0.0
5324,417082,214,9.304347826086957,35331.86,23,0.0,24.77,38.81,0,6.61,14.71,17.82,10.29,15.49,0.0,17.58,0.0,13.68,9.49,12.68,16.18,8.33,0.0,0.0,0.0,43.43,0.0,33.33,0.0,55.05,66.67,13.33,81.82,13.66,33.33,35.3,81.82
5325,417118,211,8.115384615384615,50429.42,25,24.69,16.11,60.3,0,4.63,12.64,16.94,14.8,14.81,15.74,20.0,11.82,2.52,7.41,12.04,3.06,100.0,33.33,5.13,17.41,0.0,0.0,53.16,0.0,66.67,0.0,7.69,0.0,11.9,25.05,68.12,0.0
5326,417240,206,7.62962962962963,36973.28,27,57.39,16.02,57.26,0,6.94,6.55,4.85,17.12,15.96,12.26,13.89,0.0,8.64,2.78,11.41,15.34,0.0,6.06,0.0,11.11,0.0,22.22,20.0,0.0,66.67,0.0,42.22,21.37,4.07,12.5,28.41,21.37
5327,417274,199,7.653846153846154,37203.28,25,55.98,17.59,68.73,0,13.89,6.24,16.67,14.17,17.69,8.66,22.34,4.17,13.11,0.0,0.95,8.15,50.0,75.56,0.0,0.0,9.09,0.0,45.24,0.0,18.52,0.0,50.0,5.56,15.57,28.33,20.0,5.56
5328,417507,167,7.590909090909091,37972.07,22,53.9,46.11,64.62,1,6.52,6.52,24.85,5.76,0.0,19.8,11.04,0.0,20.48,5.76,11.81,12.42,0.0,0.0,16.52,100.0,0.0,62.74,10.26,0.0,36.13,100.0,21.21,86.61,21.47,50.73,46.22,86.61
5329,417564,135,4.655172413793103,43205.01,28,9.05,13.33,72.46,0,6.46,12.08,10.21,10.48,6.77,6.76,14.81,27.92,9.26,12.08,6.76,9.2,12.5,0.0,0.0,73.33,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,16.43,0.0,28.89,50.0
5330,417584,177,7.695652173913044,33217.52,23,28.75,17.51,67.11,0,10.79,15.79,9.57,7.48,2.45,30.07,23.36,0.0,13.71,15.36,0.0,1.75,18.06,0.0,35.71,0.0,100.0,0.0,24.87,0.0,17.78,24.21,0.0,0.0,27.21,10.88,20.41,0.0
5331,417825,169,7.3478260869565215,28072.76,22,30.7,21.89,69.35,2,3.3,3.34,29.14,18.63,16.48,5.7,21.89,16.48,10.35,10.99,3.75,0.0,100.0,71.43,4.76,3.03,0.0,0.0,100.0,6.67,16.67,0.0,100.0,0.0,7.33,53.42,28.54,0.0
5332,417838,174,8.285714285714286,35830.26,21,10.28,43.1,42.69,0,13.42,0.0,3.23,0.0,17.81,8.99,11.29,18.21,12.34,17.84,0.0,16.98,0.0,0.0,0.0,0.0,41.41,100.0,42.86,13.33,10.26,55.05,0.0,80.65,28.65,38.7,35.58,80.65
5333,417886,202,7.769230769230769,36845.97,25,59.06,24.26,60.52,0,15.45,7.7,11.82,9.09,4.98,0.54,16.59,15.4,27.27,7.7,10.48,17.12,42.12,38.1,14.65,100.0,100.0,0.0,10.51,0.0,88.89,22.62,19.35,0.0,43.79,5.33,44.51,0.0
5334,417904,127,7.055555555555555,20633.989999999998,18,39.62,26.77,69.51,0,0.0,0.0,17.36,3.91,0.0,38.46,14.53,15.81,25.43,14.67,20.05,7.69,0.0,0.0,100.0,100.0,0.0,0.0,12.82,20.0,0.0,0.0,0.0,100.0,100.0,9.72,0.0,100.0
5335,417929,236,9.076923076923077,40549.27,25,28.33,24.15,52.87,0,7.27,10.83,1.4,0.0,17.44,23.47,8.39,11.82,8.69,10.91,12.34,13.25,50.0,36.11,100.0,0.0,22.5,0.0,66.67,0.0,66.67,16.67,0.0,51.85,37.62,13.91,24.87,51.85
5336,418090,161,6.1923076923076925,41520.27,25,49.53,27.95,71.79,1,12.37,3.67,18.35,7.61,11.41,0.0,11.54,16.58,14.88,10.1,10.67,0.0,52.78,100.0,0.0,0.0,0.0,0.0,0.0,51.19,64.81,0.0,73.33,0.0,18.8,22.62,44.28,0.0
5337,418166,185,6.166666666666667,49373.19,29,31.03,27.57,80.92,0,1.7,1.01,12.12,3.28,7.54,11.36,27.32,9.09,11.36,10.46,11.58,7.99,83.33,100.0,25.0,66.67,14.14,0.0,14.29,100.0,21.67,46.03,0.0,66.67,41.11,13.95,24.07,66.67
5338,418281,229,8.178571428571429,29796.34,28,9.76,19.21,61.37,0,4.03,10.21,10.97,3.77,13.21,2.37,19.35,16.14,18.52,15.09,10.82,6.95,36.67,15.0,33.33,100.0,0.0,66.67,50.0,13.33,8.16,0.0,0.0,33.33,22.42,32.24,4.57,33.33
5339,418327,187,8.5,31954.27,22,0.0,21.39,57.95,0,13.47,7.54,21.54,9.0,10.65,15.38,29.94,12.29,0.0,4.62,12.88,3.08,5.56,88.89,7.14,0.0,0.0,0.0,42.76,6.25,0.0,0.0,0.0,0.0,19.36,30.83,0.0,0.0
5340,418470,84,7.636363636363637,13969.15,11,28.41,17.86,73.68,1,10.39,0.0,3.9,1.3,15.58,0.0,25.97,6.49,15.58,14.29,6.49,100.0,0.0,0.0,0.0,100.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,100.0,4.17,28.0,0.0,100.0
